age;education;sex;workhour;earning
50;14;1;45;2
32;9;1;65;1
26;13;2;40;1
49;13;2;40;1
38;11;1;42;1
47;13;2;40;1
31;10;1;40;2
38;9;1;55;1
50;10;1;40;2
18;7;1;40;1
59;14;1;40;1
56;10;1;50;2
34;9;1;50;1
32;13;1;40;1
29;13;1;35;1
29;10;1;40;1
42;13;1;45;2
37;10;2;40;1
36;9;2;40;1
59;14;2;40;2
32;13;1;50;2
52;9;1;56;2
29;9;1;40;1
39;15;2;35;2
39;10;1;40;1
69;13;2;15;1
43;9;2;35;1
39;11;1;48;1
19;10;2;30;1
60;11;1;60;2
51;9;1;40;1
75;10;2;8;1
37;11;2;40;1
24;10;1;40;1
20;7;1;20;1
58;9;1;70;1
21;14;1;15;1
28;9;1;40;1
40;6;1;40;1
45;9;1;50;1
40;15;2;40;2
41;10;2;40;1
58;9;2;40;1
44;11;1;40;2
26;9;1;65;1
29;12;1;45;1
45;14;2;40;1
23;12;1;40;1
39;9;2;40;1
45;16;1;40;2
51;14;1;40;2
22;9;1;40;1
67;4;1;3;1
28;9;1;40;1
23;10;2;25;1
33;9;1;35;1
37;11;1;43;1
19;10;2;40;1
90;2;2;40;1
35;7;1;40;1
62;4;2;38;1
20;10;2;15;1
25;9;1;40;1
21;9;1;40;1
32;10;1;35;1
32;13;2;45;1
70;9;2;12;1
65;6;1;50;2
57;7;1;40;1
31;10;1;40;1
37;13;1;60;2
34;9;2;36;1
26;10;1;78;1
44;10;1;48;1
66;4;1;40;1
39;9;2;40;1
31;9;1;40;2
53;11;1;40;2
36;9;2;50;1
61;5;1;40;1
43;13;1;40;2
38;10;1;40;1
26;9;1;50;1
27;9;1;8;1
58;5;2;40;1
37;9;2;12;1
56;4;1;26;1
36;10;1;60;2
29;9;1;40;1
28;6;1;30;1
61;16;1;40;2
66;5;1;25;2
31;10;1;50;2
21;12;2;40;1
67;9;1;58;2
26;9;1;40;1
21;10;1;50;1
33;9;1;40;1
33;9;2;32;1
59;13;1;50;2
82;4;1;50;1
34;16;2;50;2
29;13;1;50;2
19;10;2;40;1
57;9;1;1;1
41;10;1;50;2
55;6;1;40;1
27;10;1;40;1
33;9;1;45;1
43;10;1;50;2
72;10;2;16;1
68;9;1;40;1
29;9;2;40;1
41;13;1;60;1
30;9;1;40;1
31;13;1;70;2
54;3;2;30;1
32;12;2;50;2
56;9;2;40;1
39;13;2;6;2
41;11;1;35;2
48;9;2;40;1
66;4;1;48;1
25;13;2;50;1
31;9;1;40;1
32;12;1;48;1
51;13;1;40;2
42;9;2;40;1
22;10;2;35;1
31;15;1;60;2
43;9;2;40;1
42;10;2;40;1
20;9;1;40;1
40;13;1;40;2
65;9;2;20;1
53;13;1;52;2
56;10;1;60;2
51;16;1;55;2
38;9;1;40;1
44;14;1;50;2
49;9;1;60;2
47;9;1;44;2
22;12;2;40;1
53;10;1;45;2
41;10;1;20;1
19;9;1;40;1
27;13;2;43;1
48;11;2;25;2
52;4;2;7;1
61;15;1;40;2
45;13;1;45;2
29;5;1;40;1
41;10;1;21;1
38;10;1;60;1
32;10;2;40;2
37;9;1;40;1
55;6;1;40;1
62;9;1;40;1
48;9;1;40;1
43;10;1;50;2
25;9;1;24;1
47;9;2;40;1
49;13;1;70;1
55;9;1;40;1
42;9;2;40;1
40;9;1;40;1
34;11;1;40;1
38;9;2;10;1
39;9;1;40;2
45;12;2;55;1
43;12;1;40;1
32;9;2;40;1
18;10;2;20;1
27;14;1;40;1
57;12;2;40;1
38;9;2;60;1
67;13;1;40;2
26;7;2;20;1
21;9;1;40;1
17;6;1;15;1
31;9;1;40;1
51;12;1;30;1
29;13;1;40;2
28;13;1;40;2
32;12;1;45;2
31;10;1;45;1
26;10;1;40;2
28;13;2;40;1
40;14;2;40;1
51;4;1;19;1
62;10;1;20;1
54;6;1;60;1
55;9;2;16;1
24;9;1;20;1
27;14;1;45;1
18;9;1;30;1
22;13;2;40;2
21;9;2;40;1
44;10;1;80;2
50;14;1;60;2
38;13;1;40;2
39;13;1;50;2
27;9;1;40;1
35;7;1;40;1
51;10;1;60;2
60;10;1;40;1
62;10;1;40;2
38;9;1;40;1
37;10;1;35;1
43;10;2;40;1
49;10;2;50;1
17;6;2;25;1
32;9;1;60;1
23;13;2;38;1
28;13;1;40;2
83;13;1;55;2
25;13;2;40;1
42;13;1;60;1
46;7;1;40;1
29;13;2;50;1
44;14;1;45;2
60;15;1;45;2
30;11;2;40;1
24;10;2;17;1
17;6;2;10;1
76;7;2;16;1
31;12;2;40;1
52;10;1;40;2
39;13;2;35;1
73;13;1;50;2
38;9;2;24;1
48;9;2;20;1
60;6;2;40;1
26;9;1;40;1
20;9;1;40;1
54;16;2;40;2
50;9;1;40;1
20;10;2;40;1
23;10;1;22;1
35;11;1;40;2
43;6;1;40;1
50;9;1;32;1
58;2;1;50;1
55;12;1;40;1
29;13;1;45;2
47;10;2;40;1
39;9;2;40;1
63;9;2;35;2
27;9;1;60;1
62;7;2;40;1
38;10;2;40;1
25;9;1;65;1
31;9;1;52;1
40;10;2;40;1
42;16;1;50;1
52;9;1;40;2
46;13;1;40;2
31;10;2;50;1
33;9;2;40;1
58;9;2;40;1
52;9;1;36;2
25;13;1;35;2
54;13;1;40;2
46;14;1;60;1
28;9;1;40;1
24;4;1;40;1
39;13;2;40;1
60;10;1;40;1
22;9;2;40;1
27;13;2;40;1
35;13;1;45;2
47;13;1;50;1
33;13;2;50;2
40;13;1;45;2
38;13;1;40;2
26;12;2;40;1
54;13;1;50;2
39;13;1;40;1
60;4;1;40;1
32;14;2;40;1
19;10;2;15;1
49;9;1;60;1
31;7;2;48;1
29;9;2;25;1
39;9;2;40;1
42;14;1;50;2
26;9;2;35;1
27;11;1;40;1
52;5;2;40;1
50;10;2;40;1
51;9;1;45;2
51;9;1;40;2
40;9;1;40;2
61;4;1;40;1
35;9;1;40;1
41;9;2;28;1
31;14;1;40;2
43;9;1;40;2
20;9;1;40;1
35;10;1;40;1
30;10;1;45;1
42;15;1;40;2
51;9;1;40;2
39;14;1;99;2
69;5;1;25;1
63;5;1;40;2
29;10;2;40;1
21;10;1;20;1
24;13;1;55;1
55;9;1;40;1
42;9;1;45;1
48;7;2;40;1
31;13;2;42;1
52;11;1;40;2
30;10;2;40;1
29;9;1;40;1
32;10;1;40;1
47;10;1;40;2
56;5;1;40;1
40;10;1;40;1
20;10;2;10;1
36;10;1;40;1
45;13;1;40;1
38;5;1;40;1
60;15;1;40;2
70;14;1;40;1
21;10;2;30;1
57;9;2;40;1
33;9;1;48;1
37;9;1;50;1
50;15;1;50;2
68;10;1;55;2
28;7;2;40;1
32;10;1;40;1
30;15;1;50;2
18;7;1;30;1
45;10;2;20;1
22;9;2;40;1
38;13;2;8;1
37;11;2;40;1
23;13;1;40;1
59;4;1;40;1
48;15;1;40;2
53;10;1;50;2
18;9;1;25;1
30;13;2;40;1
50;10;1;45;2
63;7;1;40;1
38;9;1;40;1
48;5;2;40;1
60;9;1;40;1
46;9;2;50;1
30;9;1;30;1
39;13;1;60;2
55;10;1;40;2
17;7;1;15;1
46;13;1;55;2
50;9;2;65;1
32;13;1;30;1
18;9;2;40;1
34;9;1;40;1
50;13;1;45;2
32;7;1;55;1
23;13;2;40;1
26;13;1;50;1
46;12;2;50;1
43;10;1;55;1
32;9;1;60;2
37;12;2;38;1
48;10;1;45;2
28;13;1;40;1
43;9;1;40;1
51;6;2;24;1
30;9;1;50;1
34;14;1;50;2
34;9;1;40;1
41;13;1;60;2
53;6;2;48;1
42;1;1;40;1
18;9;2;30;1
81;13;1;50;2
40;11;1;40;1
26;13;2;35;1
20;10;2;15;1
41;9;2;50;1
49;14;1;45;2
22;10;2;20;1
46;13;1;45;2
56;10;2;40;1
35;9;2;40;2
34;13;2;35;1
29;14;2;40;2
28;8;1;45;1
35;13;1;37;1
29;10;1;40;1
21;10;2;30;1
52;10;1;95;2
45;9;1;40;1
43;9;1;40;1
35;9;2;25;1
21;10;1;20;1
35;6;1;40;1
30;9;1;40;1
45;9;2;40;1
29;10;2;20;1
29;6;2;40;1
33;13;2;40;1
17;6;1;15;1
52;9;2;25;1
24;10;2;35;1
32;9;1;40;2
40;13;2;48;1
32;9;1;40;1
33;13;2;40;1
30;4;1;38;1
28;9;1;40;1
62;12;1;50;1
46;13;1;40;2
32;11;2;64;1
26;9;1;40;2
41;13;1;40;2
57;10;1;40;2
52;10;1;45;2
35;13;1;50;2
19;9;1;16;1
49;13;1;45;2
47;11;1;60;2
38;7;2;32;1
30;9;1;40;1
32;7;1;40;1
32;9;2;50;2
46;11;2;40;1
22;9;1;50;1
47;10;1;50;1
57;10;2;25;2
47;10;2;40;1
41;13;1;56;2
36;9;1;40;1
32;13;1;60;1
37;7;1;40;1
36;9;1;45;1
64;9;1;40;1
17;6;1;15;1
23;10;2;15;1
40;10;2;40;1
42;13;1;50;2
37;9;1;42;1
35;10;2;40;1
56;9;1;50;1
52;13;1;40;1
37;13;1;45;2
48;16;1;65;2
24;9;2;40;1
33;11;1;40;1
39;11;1;40;1
34;9;1;42;1
24;13;2;40;1
23;10;1;24;1
49;9;1;65;2
18;9;1;25;1
20;8;1;40;1
54;14;1;55;2
19;10;1;40;1
53;9;1;46;2
34;8;2;40;1
28;9;1;40;1
35;9;1;40;1
20;10;2;20;1
31;10;2;50;1
37;16;2;40;1
64;8;1;40;1
42;10;1;40;2
27;10;1;50;1
36;10;2;50;1
36;10;1;40;2
23;9;1;40;1
46;9;1;40;1
24;7;1;35;1
22;9;2;40;1
62;13;1;40;2
19;9;1;40;1
20;9;1;30;1
47;14;1;40;2
57;9;2;40;1
19;9;1;35;1
37;14;2;45;2
35;9;1;65;2
17;8;2;20;1
36;10;2;35;1
50;10;1;40;2
35;9;2;35;1
27;16;1;77;1
28;9;1;30;1
29;15;1;60;2
25;9;1;40;1
47;12;2;67;1
29;14;2;45;2
19;9;2;40;1
49;10;1;40;1
31;15;1;25;2
43;12;2;40;1
56;7;1;40;1
42;9;2;40;1
45;10;1;56;2
40;13;2;40;1
44;10;2;38;1
17;6;2;20;1
36;9;2;40;1
19;10;2;20;1
53;9;2;40;2
72;10;1;35;1
46;11;1;60;1
33;10;2;37;1
22;5;1;40;1
17;7;2;25;1
41;9;1;45;2
46;5;1;43;1
33;9;2;20;1
32;1;1;40;1
52;9;1;40;1
27;9;2;40;1
48;9;1;72;2
22;10;2;35;1
25;9;1;50;1
60;9;1;42;1
38;11;1;40;1
37;9;1;50;1
49;10;2;40;1
40;13;1;30;1
48;9;1;46;2
31;10;2;40;1
40;9;1;45;1
25;9;2;37;1
68;13;1;45;2
18;9;2;20;1
19;8;2;30;1
35;9;1;60;1
28;9;2;50;1
53;9;2;40;1
33;10;1;41;1
20;9;1;40;1
45;13;2;35;1
36;13;1;50;2
34;10;1;45;1
32;10;2;40;1
19;10;1;25;1
24;9;2;40;1
34;10;1;40;2
32;9;2;35;1
37;9;1;45;2
31;10;2;40;1
21;10;2;35;1
47;9;1;85;2
23;10;1;40;1
33;14;1;40;2
60;13;1;25;1
17;9;1;20;1
67;9;1;24;1
57;14;1;55;2
17;7;1;20;1
53;9;1;40;1
25;10;1;50;2
24;9;1;49;2
48;10;1;40;1
51;14;1;47;2
38;9;1;40;1
51;9;1;46;2
18;9;2;10;1
23;10;2;40;1
42;10;1;60;2
34;9;2;35;1
39;9;1;40;1
20;9;1;12;1
39;10;2;40;1
21;10;1;40;1
26;4;1;40;1
54;10;1;40;1
34;10;2;40;1
32;9;1;40;1
59;4;1;40;1
24;7;2;24;1
54;13;2;40;1
54;13;1;40;1
67;9;2;18;1
33;9;1;60;1
37;9;2;40;1
47;13;2;25;1
51;9;2;40;1
45;9;1;40;1
19;9;2;30;1
58;16;1;24;2
27;9;1;40;1
36;10;2;40;1
20;12;1;40;1
51;9;2;40;1
45;14;2;60;1
32;9;1;40;1
59;9;2;40;1
45;13;1;40;2
43;9;1;40;1
54;6;1;68;2
20;10;2;32;1
29;13;2;42;1
28;7;2;40;1
18;7;2;40;1
49;13;2;50;1
46;9;1;30;1
58;9;1;30;1
56;13;2;45;1
41;12;2;50;1
50;15;1;60;2
74;10;1;35;1
30;9;1;40;1
62;9;2;40;1
19;9;2;40;1
29;9;2;40;1
20;10;2;40;1
36;4;1;35;1
36;9;1;40;1
51;12;2;30;1
37;10;1;50;2
29;9;1;40;1
17;6;1;20;1
18;9;2;20;1
40;13;1;40;1
26;13;2;40;1
42;10;1;45;1
32;9;1;40;1
33;5;1;40;1
28;10;2;40;1
43;13;1;40;2
47;9;1;40;1
37;10;2;40;1
73;13;1;10;1
37;9;1;30;1
50;10;2;35;2
19;9;1;50;1
32;10;1;40;1
44;11;1;40;1
20;10;2;16;1
29;10;2;40;1
21;10;2;40;1
34;11;2;40;1
44;13;1;52;1
18;7;2;20;1
22;10;2;40;1
39;16;2;40;2
26;10;1;40;1
29;13;1;25;1
21;10;1;40;1
49;13;1;50;1
24;12;1;20;1
26;13;1;60;1
25;10;1;60;1
30;12;1;40;1
52;13;1;38;2
30;9;1;40;1
20;9;1;40;1
31;9;1;40;1
44;13;1;40;2
46;10;1;60;2
31;9;2;40;1
57;4;2;10;1
58;9;1;40;1
41;9;1;40;1
23;9;2;40;1
47;9;2;40;1
72;15;1;28;2
26;13;1;38;1
45;10;1;40;1
48;15;1;50;2
23;10;1;40;1
20;9;2;40;1
18;7;1;15;1
27;13;2;40;1
25;9;1;35;1
45;9;2;30;1
53;10;2;40;1
54;10;1;45;2
41;9;1;40;2
23;5;1;35;1
17;6;1;18;1
42;9;1;40;1
61;8;1;40;1
57;10;2;38;2
21;10;1;35;1
44;10;1;40;2
48;12;1;44;1
46;15;1;48;1
37;9;1;86;1
35;9;2;54;1
27;13;2;40;1
28;10;1;40;1
19;9;1;10;1
63;13;1;50;2
69;9;2;40;1
69;12;2;6;1
36;11;2;40;1
20;8;1;35;1
28;13;1;50;1
58;9;2;38;1
48;9;1;40;1
39;10;2;56;1
38;9;1;44;1
50;12;2;40;1
35;13;2;40;1
45;13;1;50;1
38;10;1;38;1
54;12;2;55;2
42;13;2;12;1
32;6;2;40;1
55;16;1;70;2
63;10;1;30;1
21;5;1;48;1
62;14;1;30;2
46;13;1;40;2
43;10;2;40;1
35;9;1;60;1
37;5;1;40;1
51;9;2;45;1
45;13;1;72;2
19;8;1;20;1
61;9;1;40;2
61;5;1;65;1
21;9;2;40;1
45;9;1;40;1
38;13;1;50;2
28;13;2;40;2
40;13;1;35;1
32;9;2;40;1
55;10;2;35;1
64;9;2;23;1
34;9;1;40;1
19;10;1;60;1
58;10;2;40;1
46;12;1;55;1
44;11;1;40;1
31;10;2;40;1
31;9;2;40;1
39;10;2;45;2
19;8;2;18;1
56;9;2;40;1
53;5;1;40;1
68;14;1;18;1
69;9;2;18;1
62;10;1;40;2
62;9;1;40;1
39;9;2;40;1
45;12;1;40;1
29;10;1;50;1
33;10;1;40;1
34;10;1;40;2
29;9;2;40;1
65;7;1;35;2
18;10;2;35;1
22;9;1;40;1
30;13;1;40;2
44;13;1;40;2
48;10;2;20;1
52;9;1;45;1
53;13;1;20;2
48;9;2;40;1
25;13;2;40;1
41;13;1;50;2
37;9;1;40;1
55;6;1;45;1
67;9;2;38;1
36;10;1;45;1
47;9;2;52;1
36;9;2;40;1
25;13;2;16;1
19;5;1;16;1
24;4;1;40;1
30;10;1;25;1
17;7;1;16;1
28;13;1;40;1
34;11;1;45;1
35;10;1;46;1
24;10;1;40;1
43;9;2;35;2
20;9;1;40;1
55;14;1;40;2
22;10;2;35;1
20;10;1;50;1
44;9;2;40;1
38;12;1;40;1
53;5;2;25;1
26;10;1;48;1
58;10;1;40;2
23;9;1;40;1
53;2;1;50;1
35;9;1;40;1
41;9;1;62;1
31;9;1;40;1
50;9;2;40;1
57;5;1;55;2
25;7;1;40;1
23;9;1;40;1
48;13;1;50;1
34;10;2;60;1
37;10;1;40;1
43;13;1;45;1
20;10;1;20;1
40;13;1;75;2
27;10;2;40;1
35;6;1;40;1
33;13;2;40;1
57;10;2;40;1
43;12;1;40;1
40;12;1;55;2
54;10;1;55;1
28;10;2;40;1
32;9;1;40;1
49;9;1;50;2
52;9;1;40;1
41;6;1;60;1
19;9;1;40;1
33;9;2;42;1
21;10;1;40;1
25;13;2;32;1
44;7;2;44;1
20;10;1;40;1
46;6;1;37;1
39;9;1;50;1
34;9;1;40;1
19;9;1;35;1
27;9;1;40;2
53;5;1;40;1
46;11;1;40;1
23;13;1;40;1
39;10;1;40;1
30;9;1;40;1
53;14;1;45;2
33;5;1;40;1
22;10;2;40;1
44;10;2;35;1
30;10;2;40;1
66;10;2;20;1
39;13;1;40;1
37;9;1;50;2
34;9;2;40;1
17;7;1;20;1
43;13;1;60;2
46;13;1;50;2
17;7;1;20;1
60;4;1;40;1
63;14;1;40;1
42;12;1;40;1
30;5;1;40;1
33;9;1;40;1
43;10;1;40;1
20;5;2;40;1
30;10;1;72;1
37;9;1;45;1
33;10;2;40;1
49;13;1;40;2
65;9;2;17;1
35;15;1;55;2
27;13;1;40;1
33;9;1;45;2
18;8;2;20;1
41;14;1;50;1
38;13;1;40;1
45;9;1;40;1
18;10;1;40;1
33;10;2;38;1
28;9;1;40;1
47;9;2;40;1
30;12;2;20;1
36;12;1;40;1
21;9;1;30;1
44;13;1;40;1
33;9;1;20;1
61;9;1;6;1
29;10;1;40;1
45;10;1;40;2
18;9;2;60;1
29;11;1;56;2
27;13;2;40;1
21;10;1;20;1
22;10;2;35;1
49;10;1;45;2
35;10;1;50;1
47;9;1;40;2
37;10;1;40;1
37;11;1;48;2
26;9;1;40;1
18;9;1;40;1
55;10;1;45;1
47;12;1;50;2
59;9;2;40;1
70;9;2;5;1
53;9;1;40;2
39;9;2;40;1
38;5;1;40;1
33;10;2;50;1
19;10;1;40;1
28;9;1;40;1
74;6;2;1;1
40;13;1;40;2
35;11;1;40;1
35;9;1;50;1
41;10;1;40;2
38;10;1;50;1
29;6;1;35;2
46;9;1;50;1
46;9;2;40;1
40;13;1;60;2
29;13;1;40;2
39;12;1;60;1
31;9;1;60;1
50;14;2;70;1
31;13;2;40;1
27;10;1;45;1
27;10;1;25;1
28;13;2;20;1
21;9;2;30;1
57;13;1;40;1
56;14;2;40;1
22;9;2;40;1
48;1;2;40;1
36;10;1;55;1
51;8;1;40;1
39;12;1;48;1
43;9;1;70;2
38;14;1;40;1
51;9;1;40;1
43;9;1;40;1
44;14;1;40;2
35;9;2;50;1
40;9;1;40;2
39;6;2;12;1
47;4;1;40;1
23;1;2;15;1
26;7;1;40;1
25;9;2;40;1
29;10;1;42;1
30;9;1;45;1
57;13;1;40;1
37;11;1;40;2
39;13;1;48;2
37;14;2;40;2
45;9;1;40;1
21;10;2;16;1
25;10;2;40;1
61;9;2;40;1
59;9;1;15;1
28;9;1;40;1
24;10;2;40;1
47;9;1;40;2
29;9;1;80;1
49;5;2;20;1
41;13;2;35;1
33;10;2;40;1
20;10;1;40;1
40;16;2;20;2
32;10;1;16;1
48;13;1;40;2
24;10;2;40;1
50;11;1;38;2
31;9;1;40;1
23;11;1;55;2
35;9;1;40;1
50;9;1;40;1
39;5;1;50;1
52;4;1;48;1
44;9;1;80;1
43;13;1;50;2
39;9;1;40;1
33;4;1;40;2
31;14;1;40;2
40;10;2;40;2
28;15;1;40;1
19;8;2;25;1
35;11;1;50;1
44;13;1;60;1
40;13;1;40;1
20;10;2;35;1
55;9;1;48;2
30;4;1;35;1
38;9;1;55;2
75;9;1;20;1
17;7;1;15;1
79;14;1;40;2
20;10;1;30;1
25;12;1;30;1
27;13;1;45;1
19;10;2;20;1
21;10;2;40;1
19;10;1;20;1
42;10;1;40;1
28;6;1;36;1
47;10;1;40;2
59;10;2;32;1
50;9;1;40;2
48;9;1;80;1
33;9;1;40;1
27;12;2;40;1
45;16;1;30;2
24;4;1;40;1
31;9;2;40;2
24;3;1;40;1
29;9;1;40;1
24;9;1;30;1
24;13;2;30;1
28;10;2;45;1
63;9;1;40;1
36;10;1;50;1
58;4;1;40;1
51;10;2;36;1
42;10;1;50;2
39;10;1;40;1
26;13;2;40;1
39;10;1;40;1
28;13;1;45;1
51;13;1;40;2
45;13;1;40;1
45;11;1;40;1
23;13;2;40;1
38;10;1;40;1
38;7;1;36;1
39;10;1;40;1
52;11;1;50;1
17;8;2;6;1
31;13;1;50;1
22;9;1;24;1
47;9;2;38;1
28;10;2;40;1
30;9;2;40;1
41;9;1;50;2
29;14;1;42;1
42;15;1;60;2
52;10;1;40;1
35;13;2;40;1
28;12;2;40;1
46;14;1;46;2
21;10;2;40;1
45;9;2;40;1
21;9;1;40;1
74;6;1;20;1
29;9;1;40;1
39;9;2;40;1
44;10;1;45;2
23;13;1;40;1
32;12;2;40;1
61;6;2;40;1
43;9;2;30;2
23;1;2;40;1
18;10;2;38;1
38;9;1;40;1
33;13;1;35;1
19;10;2;35;1
23;10;1;40;1
37;9;1;45;1
25;9;1;40;1
36;9;1;43;1
45;8;2;40;2
32;13;2;48;1
65;7;2;15;1
18;7;1;40;1
25;9;1;40;1
29;14;1;65;1
53;10;1;40;1
33;16;1;60;2
27;13;1;45;1
24;9;1;40;1
54;4;1;50;1
23;10;2;30;1
45;11;2;40;1
36;10;2;35;2
36;7;1;40;2
44;14;2;40;1
24;9;1;40;1
39;10;1;70;1
50;9;2;40;1
38;9;2;40;2
58;13;2;40;1
44;9;1;48;1
24;13;1;55;1
52;9;1;40;2
46;13;1;40;2
50;16;1;60;2
34;12;1;44;1
40;12;1;40;1
53;13;2;40;1
24;9;2;40;1
58;13;1;70;1
26;10;1;45;1
22;12;1;40;1
36;9;1;40;1
78;12;2;4;1
36;13;1;45;2
43;13;2;28;1
60;4;1;40;1
49;14;1;40;2
50;4;1;63;2
34;4;1;10;1
46;10;1;40;1
46;13;1;40;1
69;9;1;20;1
32;6;1;40;2
40;13;1;50;2
61;3;1;45;1
56;10;1;40;2
47;9;1;40;1
29;9;1;40;1
37;9;1;46;1
51;15;2;50;2
44;14;1;40;2
33;9;2;40;1
51;15;1;80;2
24;11;1;40;1
37;11;2;40;1
40;10;1;40;1
34;14;1;40;1
61;13;2;40;1
56;9;1;40;1
69;7;2;20;1
41;11;2;10;1
40;9;1;40;1
57;10;1;40;1
26;13;1;55;1
53;9;1;46;2
90;4;2;15;1
39;13;1;55;1
51;13;2;40;1
56;13;1;40;2
51;6;2;40;1
17;8;1;20;1
42;10;2;50;1
42;10;2;40;1
29;15;1;45;2
33;13;1;40;2
47;15;1;60;2
43;10;1;40;1
64;15;1;9;2
40;9;1;60;2
21;3;1;40;1
31;10;1;40;1
60;11;2;40;2
32;8;1;40;2
66;13;1;20;1
27;9;1;20;1
40;9;2;40;1
27;9;2;40;2
18;10;1;30;1
43;9;2;40;1
52;9;1;48;2
31;9;1;85;1
28;9;1;60;1
44;14;2;35;1
37;10;1;84;1
35;13;1;50;2
42;5;1;40;1
18;6;1;10;1
46;14;1;60;2
54;9;1;40;2
54;9;1;50;1
56;10;2;45;1
27;10;1;50;1
26;13;2;40;1
41;10;1;40;1
41;9;1;40;1
32;10;2;40;1
18;9;2;30;1
36;9;1;65;1
37;6;1;40;1
31;3;1;25;1
46;13;1;51;1
24;9;1;40;1
25;13;1;35;1
55;3;1;50;1
64;9;1;40;1
30;13;2;40;1
65;14;1;99;1
46;13;1;40;1
45;14;1;60;2
18;10;2;25;1
32;13;1;40;1
38;13;2;50;2
34;16;1;45;2
35;9;1;40;1
26;9;1;40;1
24;10;1;35;1
45;9;1;80;2
36;6;2;34;1
44;4;1;40;1
23;10;2;60;1
57;9;1;55;1
41;10;1;60;2
20;9;1;30;1
32;10;1;36;1
60;9;2;40;2
38;13;2;20;1
29;9;2;45;1
22;9;1;40;1
21;10;1;30;1
40;9;1;40;1
59;10;1;45;2
45;14;1;45;1
76;9;2;13;1
45;13;1;40;2
49;14;2;70;1
36;11;2;60;2
22;7;1;35;1
47;11;2;44;1
26;9;1;55;1
21;10;1;40;1
27;9;2;15;1
26;13;1;40;1
20;11;2;25;1
31;14;1;45;1
57;14;2;40;1
39;7;2;40;1
36;12;1;40;2
66;10;1;45;1
34;10;1;40;1
80;9;1;25;1
21;9;2;40;1
40;13;1;32;2
49;12;2;30;1
48;10;2;60;1
19;10;1;24;1
42;7;1;40;1
59;9;1;45;1
63;10;2;40;1
26;9;1;40;1
41;5;2;35;1
42;10;1;40;1
19;9;1;20;1
45;7;2;25;1
47;9;2;30;2
47;9;2;40;1
34;11;1;40;1
49;13;1;40;2
36;9;1;40;1
53;9;1;40;2
21;10;1;45;1
39;9;1;40;1
52;11;1;40;1
18;10;2;35;1
59;11;1;40;1
50;9;1;50;2
31;13;1;40;2
52;10;2;40;2
41;10;1;40;2
45;12;1;40;2
54;14;2;40;1
22;9;1;25;1
50;9;1;40;2
20;12;2;32;1
43;9;2;40;1
48;13;1;40;1
24;13;1;45;1
54;10;1;40;2
26;9;1;40;1
53;13;1;40;2
51;16;1;40;2
54;14;1;44;2
32;9;1;49;2
46;9;1;40;1
60;13;1;12;1
52;9;2;45;1
44;9;2;40;1
56;10;1;40;1
57;9;1;40;1
35;9;2;40;1
30;12;2;40;1
29;10;1;35;1
49;13;1;66;2
28;6;1;40;1
30;10;2;40;1
45;9;1;40;1
17;6;1;12;1
54;6;1;40;1
31;10;1;40;1
54;16;1;50;2
55;13;1;40;1
26;12;2;40;1
37;5;1;50;1
34;9;1;48;2
38;13;1;40;1
51;10;1;45;1
41;9;1;60;1
24;10;1;40;1
56;13;1;50;2
33;9;1;40;1
31;6;1;40;1
27;10;1;50;1
32;13;1;45;1
35;12;1;40;1
43;10;1;45;2
40;9;2;36;1
19;9;1;53;1
23;12;1;32;1
40;9;1;40;1
59;9;1;38;2
43;9;1;40;1
43;6;1;60;1
53;9;2;40;1
26;9;1;40;1
68;10;1;20;2
41;13;1;48;2
32;9;1;40;1
25;13;1;40;1
20;9;1;40;1
22;10;1;15;1
33;6;1;40;1
26;10;1;40;1
29;9;2;25;1
20;9;2;23;1
68;14;1;42;2
58;10;2;40;1
32;9;1;40;1
23;12;2;25;1
30;5;1;40;1
67;10;1;8;1
26;12;2;32;1
53;9;1;35;1
27;9;1;60;1
29;10;1;65;1
38;16;1;40;2
17;5;2;40;1
48;14;1;40;2
52;10;2;40;1
28;12;2;40;1
18;10;1;15;1
28;10;1;30;1
34;10;1;40;1
62;9;1;40;2
46;3;1;40;1
30;10;2;40;1
20;10;1;40;1
29;9;1;50;1
55;10;1;25;1
20;10;1;24;1
54;6;1;40;1
27;6;1;30;1
43;10;1;55;1
17;6;1;40;1
48;14;1;72;1
34;13;1;40;1
66;5;1;40;1
29;13;2;40;1
43;10;1;40;1
37;11;2;40;1
56;10;1;40;2
58;6;1;40;2
54;13;1;40;1
45;10;1;41;1
29;9;1;40;1
26;12;2;40;1
43;9;1;40;2
33;9;1;40;1
45;10;1;42;1
25;10;1;30;1
25;9;1;40;1
69;15;1;5;1
37;12;1;40;1
20;9;1;25;1
39;14;2;24;2
17;6;2;20;1
27;9;1;40;1
26;9;2;40;1
55;3;1;40;1
39;7;1;60;1
41;9;2;40;1
34;2;1;40;1
51;11;1;50;2
67;16;1;12;1
40;10;1;40;1
58;12;1;40;1
23;9;2;40;1
45;14;1;50;2
51;13;1;50;2
43;10;1;40;1
25;13;2;50;1
36;13;1;40;1
58;9;1;50;1
33;9;1;40;1
60;11;1;40;1
24;9;1;40;1
45;9;2;46;1
49;9;2;40;1
19;8;2;40;1
34;10;2;38;1
42;13;1;40;1
25;9;2;50;1
73;9;1;15;1
59;3;1;15;1
28;9;1;40;1
19;7;1;30;1
31;13;2;40;1
58;13;1;48;1
21;9;1;13;1
47;9;1;50;2
30;13;1;40;2
41;4;1;40;1
