age;workart;grade;married;position;familiyperson;color;sex;workhours;earning
48;Self-emp-inc;Some-college;Divorced;Farming-fishing;Not-in-family;White;Male;45;<=50K
45;Private;HS-grad;Married-civ-spouse;Machine-op-inspct;Husband;White;Male;52;>50K
19;Private;Some-college;Never-married;Other-service;Own-child;White;Male;14;<=50K
31;Private;11th;Married-civ-spouse;Machine-op-inspct;Husband;White;Male;40;<=50K
30;Self-emp-inc;Some-college;Married-civ-spouse;Craft-repair;Husband;Black;Male;70;<=50K
40;Self-emp-not-inc;Assoc-acdm;Married-civ-spouse;Farming-fishing;Husband;White;Male;50;>50K
60;?;Some-college;Married-civ-spouse;?;Husband;White;Male;12;>50K
52;?;12th;Married-civ-spouse;?;Wife;Black;Female;40;>50K
22;Private;Some-college;Never-married;Sales;Own-child;White;Female;15;<=50K
25;Private;Some-college;Divorced;Other-service;Own-child;Black;Male;38;<=50K
51;Local-gov;Masters;Married-civ-spouse;Prof-specialty;Husband;White;Male;80;>50K
32;Private;Assoc-acdm;Married-civ-spouse;Machine-op-inspct;Husband;White;Male;62;<=50K
51;Self-emp-inc;Bachelors;Married-civ-spouse;Exec-managerial;Husband;White;Male;25;<=50K
42;Private;Some-college;Divorced;Sales;Not-in-family;White;Male;50;>50K
39;Private;HS-grad;Married-civ-spouse;Machine-op-inspct;Husband;White;Male;40;>50K
24;Private;HS-grad;Married-civ-spouse;Craft-repair;Husband;White;Male;45;<=50K
52;Private;HS-grad;Divorced;Adm-clerical;Unmarried;White;Female;38;<=50K
58;?;1st-4th;Married-spouse-absent;?;Unmarried;Amer-Indian-Eskimo;Male;40;<=50K
43;Private;Masters;Married-civ-spouse;Prof-specialty;Husband;White;Male;55;<=50K
31;Private;HS-grad;Married-civ-spouse;Machine-op-inspct;Husband;White;Male;40;<=50K
28;Private;HS-grad;Married-civ-spouse;Sales;Husband;White;Male;40;<=50K
31;Federal-gov;Masters;Married-civ-spouse;Exec-managerial;Husband;White;Male;60;>50K
61;Private;HS-grad;Married-civ-spouse;Craft-repair;Husband;White;Male;20;<=50K
26;Private;Bachelors;Never-married;Prof-specialty;Own-child;White;Female;40;<=50K
46;Private;Bachelors;Never-married;Other-service;Not-in-family;White;Male;40;<=50K
62;?;HS-grad;Married-civ-spouse;?;Husband;White;Male;40;>50K
50;Private;Masters;Divorced;Prof-specialty;Not-in-family;White;Female;35;<=50K
18;Private;11th;Never-married;Adm-clerical;Own-child;White;Female;5;<=50K
23;Private;Bachelors;Never-married;Sales;Not-in-family;White;Male;48;<=50K
21;Private;Some-college;Never-married;Sales;Own-child;White;Female;28;<=50K
46;Private;Assoc-acdm;Married-civ-spouse;Transport-moving;Husband;Other;Male;36;<=50K
38;Private;HS-grad;Divorced;Sales;Unmarried;White;Female;40;<=50K
53;Private;12th;Divorced;Farming-fishing;Own-child;White;Male;40;<=50K
53;Private;HS-grad;Married-civ-spouse;Sales;Husband;White;Male;40;>50K
50;Private;Some-college;Married-civ-spouse;Craft-repair;Husband;White;Male;40;>50K
26;Private;HS-grad;Never-married;Other-service;Unmarried;White;Male;25;<=50K
46;Local-gov;Masters;Divorced;Prof-specialty;Not-in-family;White;Female;55;>50K
44;Local-gov;Bachelors;Married-civ-spouse;Prof-specialty;Husband;White;Male;40;>50K
36;Local-gov;Masters;Married-civ-spouse;Prof-specialty;Husband;White;Male;50;>50K
20;Private;Some-college;Never-married;Other-service;Not-in-family;White;Female;30;<=50K
35;Private;7th-8th;Married-civ-spouse;Tech-support;Husband;White;Male;40;<=50K
40;State-gov;Bachelors;Married-civ-spouse;Exec-managerial;Wife;White;Female;20;<=50K
70;Private;HS-grad;Married-civ-spouse;Sales;Husband;White;Male;40;<=50K
57;Private;7th-8th;Married-civ-spouse;Sales;Husband;White;Male;50;<=50K
40;Private;Preschool;Married-civ-spouse;Other-service;Husband;White;Male;40;<=50K
18;Private;11th;Never-married;Craft-repair;Own-child;White;Male;5;<=50K
45;Self-emp-not-inc;Bachelors;Married-civ-spouse;Sales;Husband;White;Male;60;<=50K
52;Private;Bachelors;Married-civ-spouse;Prof-specialty;Husband;White;Male;40;>50K
24;?;HS-grad;Never-married;?;Own-child;White;Male;40;<=50K
42;Self-emp-inc;Bachelors;Married-civ-spouse;Craft-repair;Husband;Black;Male;60;<=50K
28;Local-gov;HS-grad;Separated;Transport-moving;Own-child;White;Male;45;<=50K
32;Private;Assoc-voc;Never-married;Tech-support;Unmarried;White;Female;60;<=50K
56;Federal-gov;Bachelors;Divorced;Adm-clerical;Not-in-family;White;Male;40;<=50K
44;Private;1st-4th;Married-civ-spouse;Other-service;Wife;Asian-Pac-Islander;Female;40;<=50K
20;Private;Some-college;Never-married;Sales;Unmarried;Black;Female;30;<=50K
32;Private;Bachelors;Married-civ-spouse;Exec-managerial;Husband;White;Male;60;>50K
59;Private;Some-college;Separated;Adm-clerical;Other-relative;White;Male;40;<=50K
21;Private;HS-grad;Never-married;Handlers-cleaners;Other-relative;Black;Male;40;<=50K
32;Private;Masters;Married-civ-spouse;Prof-specialty;Husband;White;Male;40;>50K
49;Private;HS-grad;Married-civ-spouse;Sales;Husband;White;Male;40;<=50K
22;Private;Bachelors;Never-married;Adm-clerical;Own-child;White;Female;30;<=50K
51;Self-emp-inc;Some-college;Married-civ-spouse;Exec-managerial;Husband;White;Male;50;>50K
33;Private;HS-grad;Married-civ-spouse;Craft-repair;Husband;White;Male;40;<=50K
23;Private;Bachelors;Never-married;Sales;Not-in-family;White;Male;50;<=50K
34;Private;HS-grad;Never-married;Other-service;Unmarried;Black;Male;30;<=50K
53;Private;12th;Divorced;Transport-moving;Not-in-family;White;Female;40;<=50K
44;Private;Bachelors;Married-civ-spouse;Adm-clerical;Husband;White;Male;45;<=50K
60;Private;Some-college;Widowed;Protective-serv;Not-in-family;Black;Female;40;<=50K
55;Private;Some-college;Married-civ-spouse;Craft-repair;Husband;White;Male;38;<=50K
57;Self-emp-not-inc;HS-grad;Married-civ-spouse;Farming-fishing;Husband;White;Male;30;<=50K
59;Private;Doctorate;Married-civ-spouse;Prof-specialty;Husband;White;Male;50;<=50K
26;?;Some-college;Never-married;?;Own-child;Asian-Pac-Islander;Male;40;<=50K
30;Private;Assoc-voc;Married-civ-spouse;Prof-specialty;Own-child;White;Female;16;>50K
49;Private;Bachelors;Married-civ-spouse;Exec-managerial;Wife;White;Female;43;<=50K
45;Private;12th;Married-civ-spouse;Craft-repair;Husband;White;Male;40;<=50K
29;Self-emp-inc;Bachelors;Never-married;Sales;Own-child;White;Female;40;<=50K
37;Self-emp-not-inc;HS-grad;Married-civ-spouse;Farming-fishing;Husband;White;Male;60;>50K
21;Private;12th;Never-married;Farming-fishing;Not-in-family;White;Male;40;<=50K
36;State-gov;HS-grad;Married-civ-spouse;Exec-managerial;Husband;White;Male;40;<=50K
18;?;HS-grad;Never-married;?;Own-child;White;Female;20;<=50K
37;Private;Bachelors;Never-married;Sales;Not-in-family;White;Male;45;<=50K
19;Private;HS-grad;Never-married;Adm-clerical;Not-in-family;White;Female;40;<=50K
65;?;7th-8th;Married-civ-spouse;?;Husband;White;Male;25;<=50K
30;Private;Assoc-voc;Married-civ-spouse;Tech-support;Wife;White;Female;35;<=50K
27;?;Masters;Never-married;?;Not-in-family;Other;Female;40;<=50K
59;Federal-gov;Some-college;Married-civ-spouse;Tech-support;Husband;White;Male;40;>50K
32;Private;Assoc-voc;Married-civ-spouse;Other-service;Husband;White;Male;60;>50K
25;Private;Bachelors;Never-married;Adm-clerical;Not-in-family;White;Male;40;<=50K
40;Private;Bachelors;Married-civ-spouse;Handlers-cleaners;Husband;White;Male;80;>50K
21;?;9th;Never-married;?;Own-child;White;Male;42;<=50K
49;Local-gov;Bachelors;Divorced;Prof-specialty;Unmarried;White;Female;40;>50K
49;Private;Some-college;Married-civ-spouse;Adm-clerical;Husband;White;Male;40;<=50K
51;?;HS-grad;Divorced;?;Unmarried;Black;Female;40;<=50K
48;Private;9th;Widowed;Transport-moving;Unmarried;White;Male;40;>50K
42;Private;Some-college;Married-civ-spouse;Prof-specialty;Husband;White;Male;45;<=50K
53;Private;11th;Married-civ-spouse;Craft-repair;Husband;White;Male;40;<=50K
29;Self-emp-not-inc;HS-grad;Never-married;Craft-repair;Not-in-family;White;Male;45;<=50K
21;?;HS-grad;Never-married;?;Other-relative;Asian-Pac-Islander;Female;24;<=50K
54;Self-emp-not-inc;HS-grad;Married-civ-spouse;Transport-moving;Husband;White;Male;15;<=50K
66;Private;Bachelors;Married-civ-spouse;Exec-managerial;Husband;White;Male;55;>50K
34;Private;Bachelors;Never-married;Adm-clerical;Not-in-family;White;Female;40;<=50K
39;Private;Bachelors;Married-civ-spouse;Exec-managerial;Husband;White;Male;40;>50K
62;?;Assoc-voc;Married-civ-spouse;?;Husband;White;Male;40;<=50K
30;Private;HS-grad;Married-civ-spouse;Handlers-cleaners;Husband;White;Male;40;<=50K
27;Private;Bachelors;Never-married;Exec-managerial;Not-in-family;White;Female;40;<=50K
25;Private;Assoc-voc;Never-married;Craft-repair;Own-child;White;Male;40;<=50K
26;Private;HS-grad;Separated;Farming-fishing;Not-in-family;White;Male;40;<=50K
45;Private;HS-grad;Married-civ-spouse;Craft-repair;Husband;White;Male;60;>50K
55;Private;Some-college;Separated;Exec-managerial;Unmarried;White;Female;10;<=50K
26;Private;HS-grad;Never-married;Other-service;Other-relative;White;Male;40;<=50K
45;Private;Bachelors;Separated;Prof-specialty;Unmarried;White;Female;56;<=50K
61;Local-gov;Masters;Divorced;Prof-specialty;Not-in-family;White;Female;40;>50K
34;?;7th-8th;Separated;?;Unmarried;Black;Female;40;<=50K
26;Private;HS-grad;Married-civ-spouse;Exec-managerial;Husband;Black;Male;60;<=50K
44;Federal-gov;Masters;Never-married;Prof-specialty;Not-in-family;White;Female;40;<=50K
45;Self-emp-not-inc;Some-college;Divorced;Craft-repair;Not-in-family;White;Male;30;<=50K
55;Private;Some-college;Divorced;Adm-clerical;Not-in-family;White;Female;40;<=50K
20;Private;Some-college;Never-married;Other-service;Other-relative;Asian-Pac-Islander;Male;30;<=50K
48;Private;Assoc-acdm;Married-civ-spouse;Exec-managerial;Husband;White;Male;50;>50K
33;Private;HS-grad;Divorced;Craft-repair;Not-in-family;White;Male;60;<=50K
44;Private;9th;Married-civ-spouse;Machine-op-inspct;Husband;Black;Male;40;<=50K
32;Self-emp-inc;Bachelors;Married-civ-spouse;Craft-repair;Husband;White;Male;50;<=50K
54;Private;7th-8th;Married-civ-spouse;Craft-repair;Husband;White;Male;40;<=50K
40;Private;Masters;Married-civ-spouse;Exec-managerial;Husband;White;Male;40;>50K
29;Private;HS-grad;Married-civ-spouse;Prof-specialty;Wife;Asian-Pac-Islander;Female;10;>50K
56;Private;10th;Married-civ-spouse;Adm-clerical;Husband;Black;Male;40;<=50K
47;Private;HS-grad;Married-civ-spouse;Craft-repair;Husband;White;Male;40;>50K
22;Private;Some-college;Never-married;Tech-support;Not-in-family;White;Female;40;<=50K
46;Private;Some-college;Married-civ-spouse;Transport-moving;Husband;White;Male;45;>50K
24;Federal-gov;Some-college;Never-married;Exec-managerial;Own-child;White;Male;40;<=50K
37;Private;HS-grad;Divorced;Craft-repair;Not-in-family;White;Male;40;<=50K
49;Private;HS-grad;Divorced;Craft-repair;Unmarried;White;Male;40;<=50K
44;Federal-gov;Some-college;Never-married;Adm-clerical;Not-in-family;White;Male;50;>50K
21;Private;HS-grad;Never-married;Craft-repair;Own-child;White;Male;40;<=50K
55;Private;HS-grad;Married-civ-spouse;Exec-managerial;Husband;White;Male;40;>50K
23;State-gov;Bachelors;Never-married;Prof-specialty;Not-in-family;White;Female;32;<=50K
50;Private;11th;Divorced;Sales;Not-in-family;White;Female;40;<=50K
44;Private;Assoc-voc;Married-civ-spouse;Adm-clerical;Other-relative;White;Female;20;<=50K
48;Private;Some-college;Married-civ-spouse;Craft-repair;Other-relative;Asian-Pac-Islander;Male;40;>50K
38;Self-emp-not-inc;Masters;Married-civ-spouse;Exec-managerial;Husband;White;Male;70;>50K
48;Private;Prof-school;Married-civ-spouse;Prof-specialty;Husband;White;Male;45;>50K
39;Private;Some-college;Never-married;Craft-repair;Not-in-family;White;Male;50;<=50K
52;Federal-gov;HS-grad;Married-civ-spouse;Adm-clerical;Husband;White;Male;44;>50K
63;Private;HS-grad;Widowed;Other-service;Other-relative;White;Female;40;<=50K
48;Private;HS-grad;Divorced;Exec-managerial;Not-in-family;White;Female;40;>50K
37;Private;Masters;Never-married;Prof-specialty;Not-in-family;White;Female;40;<=50K
26;State-gov;Masters;Never-married;Exec-managerial;Not-in-family;White;Female;40;<=50K
50;Self-emp-inc;11th;Never-married;Exec-managerial;Other-relative;White;Male;40;>50K
47;Self-emp-not-inc;Prof-school;Married-civ-spouse;Prof-specialty;Husband;White;Male;40;>50K
19;Private;HS-grad;Never-married;Craft-repair;Other-relative;White;Female;15;<=50K
34;Private;Some-college;Never-married;Adm-clerical;Unmarried;White;Female;40;<=50K
29;Local-gov;Some-college;Divorced;Adm-clerical;Unmarried;White;Female;40;<=50K
33;Private;HS-grad;Never-married;Tech-support;Not-in-family;White;Male;45;<=50K
53;Private;Some-college;Married-civ-spouse;Prof-specialty;Wife;White;Female;24;<=50K
24;Private;HS-grad;Married-civ-spouse;Craft-repair;Husband;White;Male;40;<=50K
39;Private;Some-college;Divorced;Transport-moving;Not-in-family;White;Male;65;<=50K
50;Self-emp-not-inc;Assoc-acdm;Never-married;Sales;Not-in-family;White;Female;5;<=50K
31;Private;Bachelors;Married-civ-spouse;Prof-specialty;Husband;White;Male;40;<=50K
22;Private;Assoc-voc;Never-married;Sales;Not-in-family;Black;Female;25;<=50K
42;Local-gov;Bachelors;Married-civ-spouse;Protective-serv;Husband;White;Male;42;<=50K
23;Private;12th;Never-married;Sales;Own-child;White;Female;25;<=50K
22;Private;11th;Divorced;Sales;Own-child;White;Male;50;<=50K
65;Private;5th-6th;Widowed;Machine-op-inspct;Not-in-family;White;Female;10;<=50K
34;Private;HS-grad;Married-civ-spouse;Craft-repair;Husband;White;Male;44;<=50K
23;Private;Some-college;Never-married;Adm-clerical;Own-child;White;Male;20;<=50K
38;Private;Bachelors;Married-civ-spouse;Sales;Husband;White;Male;40;>50K
45;Self-emp-not-inc;Some-college;Married-civ-spouse;Exec-managerial;Husband;White;Male;80;<=50K
19;Private;HS-grad;Never-married;Other-service;Not-in-family;White;Male;40;<=50K
46;Private;Bachelors;Never-married;Machine-op-inspct;Not-in-family;White;Female;8;<=50K
23;Private;Some-college;Never-married;Adm-clerical;Own-child;White;Female;20;<=50K
37;Private;HS-grad;Married-civ-spouse;Exec-managerial;Husband;White;Male;60;>50K
59;Private;Bachelors;Married-civ-spouse;Adm-clerical;Husband;White;Male;40;<=50K
36;State-gov;Bachelors;Married-civ-spouse;Sales;Husband;White;Male;40;<=50K
35;Private;Bachelors;Never-married;Sales;Not-in-family;White;Male;45;>50K
51;Private;Some-college;Never-married;Exec-managerial;Not-in-family;White;Female;12;<=50K
42;Local-gov;Bachelors;Divorced;Prof-specialty;Unmarried;Black;Female;30;<=50K
35;Private;Masters;Never-married;Sales;Not-in-family;White;Female;40;<=50K
20;Private;HS-grad;Never-married;Other-service;Own-child;White;Female;38;<=50K
25;Private;HS-grad;Never-married;Other-service;Other-relative;Asian-Pac-Islander;Male;60;<=50K
41;Private;10th;Never-married;Machine-op-inspct;Not-in-family;White;Male;40;<=50K
40;Private;HS-grad;Divorced;Transport-moving;Not-in-family;White;Male;35;<=50K
36;Private;Assoc-acdm;Married-civ-spouse;Exec-managerial;Wife;White;Female;37;<=50K
34;Self-emp-inc;Masters;Married-civ-spouse;Sales;Husband;White;Male;60;>50K
44;Self-emp-not-inc;Bachelors;Never-married;Sales;Not-in-family;White;Male;42;<=50K
31;Federal-gov;Bachelors;Separated;Prof-specialty;Not-in-family;White;Male;40;<=50K
41;Local-gov;HS-grad;Married-civ-spouse;Craft-repair;Husband;White;Male;40;<=50K
43;Private;Some-college;Married-civ-spouse;Machine-op-inspct;Husband;White;Male;40;<=50K
43;Private;Masters;Never-married;Tech-support;Not-in-family;White;Female;40;<=50K
58;Private;10th;Married-civ-spouse;Craft-repair;Husband;White;Male;40;>50K
19;Private;Some-college;Never-married;Sales;Own-child;White;Female;30;<=50K
43;Local-gov;Bachelors;Married-civ-spouse;Protective-serv;Husband;White;Male;55;>50K
50;Private;HS-grad;Married-civ-spouse;Handlers-cleaners;Husband;White;Male;45;<=50K
44;Self-emp-inc;Some-college;Married-civ-spouse;Exec-managerial;Husband;White;Male;50;>50K
46;Private;HS-grad;Divorced;Machine-op-inspct;Unmarried;White;Male;38;<=50K
52;Self-emp-not-inc;Bachelors;Married-civ-spouse;Exec-managerial;Husband;White;Male;50;>50K
52;Self-emp-not-inc;HS-grad;Never-married;Prof-specialty;Not-in-family;White;Male;50;<=50K
18;Private;12th;Never-married;Adm-clerical;Own-child;White;Female;12;<=50K
29;Private;Bachelors;Never-married;Exec-managerial;Not-in-family;White;Female;55;<=50K
19;?;HS-grad;Married-civ-spouse;?;Wife;White;Female;36;<=50K
34;Private;Bachelors;Never-married;Exec-managerial;Own-child;White;Male;40;<=50K
23;Local-gov;Some-college;Married-civ-spouse;Protective-serv;Husband;Black;Male;40;<=50K
64;State-gov;Some-college;Separated;Adm-clerical;Not-in-family;White;Female;65;<=50K
68;Private;10th;Divorced;Transport-moving;Not-in-family;White;Male;20;<=50K
42;State-gov;HS-grad;Never-married;Adm-clerical;Unmarried;Black;Female;40;<=50K
41;Private;HS-grad;Married-civ-spouse;Craft-repair;Husband;White;Male;60;>50K
41;Self-emp-inc;HS-grad;Married-civ-spouse;Farming-fishing;Husband;White;Male;50;<=50K
22;State-gov;Some-college;Married-civ-spouse;Adm-clerical;Wife;White;Female;20;<=50K
67;Self-emp-inc;Some-college;Married-civ-spouse;Exec-managerial;Husband;White;Male;20;>50K
27;Private;Some-college;Married-civ-spouse;Craft-repair;Husband;Asian-Pac-Islander;Male;40;>50K
25;Private;Masters;Married-civ-spouse;Prof-specialty;Husband;White;Male;40;<=50K
49;?;HS-grad;Married-civ-spouse;?;Wife;White;Female;60;<=50K
28;Private;Assoc-acdm;Never-married;Handlers-cleaners;Not-in-family;White;Male;45;<=50K
51;Federal-gov;Doctorate;Married-civ-spouse;Prof-specialty;Husband;Asian-Pac-Islander;Male;40;>50K
23;Local-gov;Bachelors;Never-married;Prof-specialty;Own-child;Asian-Pac-Islander;Female;35;<=50K
19;Private;12th;Never-married;Other-service;Own-child;White;Female;15;<=50K
72;?;5th-6th;Widowed;?;Not-in-family;White;Female;40;<=50K
33;Private;Some-college;Never-married;Other-service;Not-in-family;White;Male;35;<=50K
53;Private;Some-college;Divorced;Craft-repair;Not-in-family;White;Male;20;<=50K
35;Private;Assoc-voc;Never-married;Tech-support;Not-in-family;White;Male;40;<=50K
31;Private;Bachelors;Married-civ-spouse;Sales;Husband;White;Male;40;<=50K
18;Private;12th;Never-married;Sales;Own-child;White;Female;20;<=50K
45;Private;Assoc-voc;Divorced;Handlers-cleaners;Not-in-family;White;Female;40;<=50K
28;Private;Bachelors;Never-married;Adm-clerical;Not-in-family;White;Female;30;<=50K
22;Local-gov;5th-6th;Never-married;Handlers-cleaners;Other-relative;White;Male;40;>50K
55;Private;Some-college;Divorced;Tech-support;Not-in-family;White;Male;40;<=50K
45;Private;HS-grad;Married-civ-spouse;Other-service;Husband;White;Male;40;>50K
22;Private;HS-grad;Never-married;Sales;Not-in-family;White;Female;37;<=50K
37;Private;HS-grad;Married-civ-spouse;Transport-moving;Husband;White;Male;60;<=50K
28;Private;HS-grad;Married-civ-spouse;Machine-op-inspct;Own-child;White;Male;40;<=50K
19;Private;11th;Never-married;Sales;Own-child;Black;Female;35;<=50K
37;Self-emp-not-inc;HS-grad;Married-civ-spouse;Sales;Husband;White;Male;45;>50K
50;Private;Doctorate;Married-civ-spouse;Prof-specialty;Husband;White;Male;40;>50K
31;Private;HS-grad;Divorced;Adm-clerical;Unmarried;White;Female;35;<=50K
40;Private;Preschool;Never-married;Other-service;Not-in-family;White;Female;20;<=50K
51;Private;9th;Married-civ-spouse;Machine-op-inspct;Husband;White;Male;45;<=50K
56;Private;HS-grad;Divorced;Adm-clerical;Not-in-family;White;Female;40;<=50K
21;Private;Some-college;Never-married;Tech-support;Own-child;White;Female;35;<=50K
40;Private;Assoc-voc;Married-civ-spouse;Exec-managerial;Husband;White;Male;44;>50K
22;Private;Some-college;Never-married;Exec-managerial;Unmarried;Black;Female;40;<=50K
47;Self-emp-inc;Prof-school;Married-civ-spouse;Prof-specialty;Husband;White;Male;45;>50K
44;Private;HS-grad;Married-civ-spouse;Exec-managerial;Husband;Amer-Indian-Eskimo;Male;40;<=50K
30;Private;Some-college;Never-married;Adm-clerical;Not-in-family;Other;Male;40;<=50K
44;Local-gov;Some-college;Divorced;Other-service;Unmarried;White;Female;40;<=50K
41;Private;HS-grad;Married-civ-spouse;Sales;Husband;White;Male;40;>50K
47;Private;Assoc-acdm;Divorced;Sales;Own-child;White;Male;44;<=50K
26;Private;Some-college;Married-civ-spouse;Exec-managerial;Husband;White;Male;45;>50K
34;Private;Assoc-voc;Never-married;Tech-support;Not-in-family;Black;Male;40;<=50K
47;Private;Prof-school;Married-civ-spouse;Exec-managerial;Husband;White;Male;40;>50K
36;Private;HS-grad;Separated;Adm-clerical;Not-in-family;White;Female;38;<=50K
21;Private;Assoc-voc;Married-civ-spouse;Farming-fishing;Husband;White;Male;46;<=50K
45;State-gov;Bachelors;Divorced;Protective-serv;Not-in-family;White;Male;40;<=50K
33;Private;HS-grad;Separated;Craft-repair;Not-in-family;Amer-Indian-Eskimo;Male;35;<=50K
33;Private;HS-grad;Never-married;Machine-op-inspct;Not-in-family;White;Male;65;<=50K
58;Self-emp-not-inc;HS-grad;Divorced;Farming-fishing;Unmarried;White;Female;10;<=50K
31;Private;Assoc-acdm;Divorced;Craft-repair;Not-in-family;White;Male;50;>50K
32;Self-emp-not-inc;Some-college;Married-civ-spouse;Farming-fishing;Husband;White;Male;50;>50K
44;Federal-gov;Bachelors;Widowed;Exec-managerial;Unmarried;White;Female;40;>50K
24;Private;Masters;Never-married;Prof-specialty;Not-in-family;White;Female;40;<=50K
35;Private;Bachelors;Married-civ-spouse;Other-service;Husband;Amer-Indian-Eskimo;Male;20;>50K
43;Private;Bachelors;Married-civ-spouse;Exec-managerial;Husband;White;Male;50;>50K
49;Private;HS-grad;Married-civ-spouse;Machine-op-inspct;Husband;White;Male;40;<=50K
37;Self-emp-not-inc;Bachelors;Married-civ-spouse;Sales;Wife;White;Female;50;<=50K
42;Self-emp-not-inc;Bachelors;Never-married;Farming-fishing;Own-child;White;Male;35;<=50K
31;Private;Some-college;Married-civ-spouse;Other-service;Husband;Asian-Pac-Islander;Male;55;>50K
19;Private;HS-grad;Never-married;Other-service;Own-child;White;Female;25;<=50K
41;Private;Doctorate;Never-married;Machine-op-inspct;Not-in-family;White;Female;40;>50K
51;Self-emp-inc;HS-grad;Married-civ-spouse;Other-service;Husband;White;Male;30;<=50K
51;Self-emp-inc;Prof-school;Married-civ-spouse;Prof-specialty;Husband;White;Male;60;>50K
63;Private;10th;Widowed;Other-service;Not-in-family;White;Female;31;<=50K
39;Federal-gov;Some-college;Married-civ-spouse;Adm-clerical;Husband;White;Male;40;>50K
30;Private;HS-grad;Never-married;Sales;Own-child;White;Male;40;<=50K
62;Without-pay;Some-college;Married-civ-spouse;Adm-clerical;Wife;White;Female;16;<=50K
27;Private;HS-grad;Never-married;Craft-repair;Other-relative;Other;Male;40;<=50K
32;Private;11th;Married-civ-spouse;Craft-repair;Husband;White;Male;30;<=50K
37;Local-gov;Bachelors;Married-civ-spouse;Other-service;Husband;White;Male;40;>50K
47;Local-gov;Masters;Married-civ-spouse;Prof-specialty;Husband;White;Male;50;>50K
31;Private;Masters;Married-civ-spouse;Prof-specialty;Husband;White;Male;43;>50K
42;Private;HS-grad;Married-civ-spouse;Sales;Husband;White;Male;40;<=50K
37;Private;Assoc-voc;Married-spouse-absent;Sales;Unmarried;Black;Female;32;<=50K
60;Private;HS-grad;Married-civ-spouse;Protective-serv;Husband;White;Male;34;<=50K
42;Local-gov;Some-college;Married-civ-spouse;Protective-serv;Husband;White;Male;72;>50K
38;Private;Some-college;Married-civ-spouse;Craft-repair;Husband;White;Male;36;>50K
24;Private;Assoc-acdm;Never-married;Prof-specialty;Own-child;Black;Male;20;<=50K
34;Private;HS-grad;Married-civ-spouse;Machine-op-inspct;Husband;White;Male;45;<=50K
20;?;Some-college;Never-married;?;Own-child;White;Female;30;<=50K
29;Local-gov;Some-college;Never-married;Protective-serv;Own-child;White;Male;48;<=50K
90;Private;HS-grad;Widowed;Adm-clerical;Unmarried;White;Female;25;<=50K
55;Private;12th;Divorced;Machine-op-inspct;Not-in-family;White;Female;40;<=50K
36;Private;HS-grad;Never-married;Handlers-cleaners;Not-in-family;White;Male;40;<=50K
49;Private;Some-college;Divorced;Adm-clerical;Not-in-family;White;Female;60;<=50K
50;Private;Bachelors;Married-civ-spouse;Prof-specialty;Husband;White;Male;50;<=50K
17;Private;11th;Never-married;Other-service;Own-child;White;Male;25;<=50K
54;Private;HS-grad;Married-civ-spouse;Transport-moving;Husband;White;Male;70;<=50K
26;Private;Bachelors;Never-married;Exec-managerial;Not-in-family;White;Male;10;<=50K
44;Private;Assoc-acdm;Never-married;Exec-managerial;Not-in-family;Asian-Pac-Islander;Female;50;<=50K
28;Private;Bachelors;Never-married;Prof-specialty;Own-child;Black;Female;40;<=50K
54;Local-gov;Doctorate;Married-civ-spouse;Exec-managerial;Husband;White;Male;60;>50K
21;Private;9th;Never-married;Machine-op-inspct;Own-child;Black;Male;20;<=50K
24;Private;Assoc-voc;Never-married;Transport-moving;Not-in-family;White;Male;40;<=50K
31;Private;HS-grad;Never-married;Other-service;Not-in-family;White;Female;56;<=50K
59;?;Some-college;Never-married;?;Not-in-family;Black;Female;40;<=50K
41;Private;Some-college;Married-civ-spouse;Transport-moving;Husband;White;Male;48;>50K
29;Private;HS-grad;Divorced;Other-service;Not-in-family;White;Female;40;<=50K
50;Private;Bachelors;Married-civ-spouse;Tech-support;Husband;White;Male;40;<=50K
32;Private;Some-college;Married-civ-spouse;Transport-moving;Husband;White;Male;50;>50K
42;Private;Some-college;Divorced;Machine-op-inspct;Not-in-family;White;Female;40;<=50K
47;Private;HS-grad;Married-civ-spouse;Exec-managerial;Wife;White;Female;30;>50K
44;Private;Some-college;Divorced;Adm-clerical;Unmarried;White;Female;40;<=50K
49;Private;Bachelors;Married-civ-spouse;Prof-specialty;Husband;White;Male;40;<=50K
61;Private;Masters;Married-civ-spouse;Prof-specialty;Husband;White;Male;50;<=50K
65;Local-gov;7th-8th;Married-civ-spouse;Exec-managerial;Husband;White;Male;40;<=50K
45;Local-gov;HS-grad;Married-civ-spouse;Protective-serv;Husband;White;Male;40;>50K
59;Private;HS-grad;Divorced;Machine-op-inspct;Not-in-family;White;Male;40;<=50K
30;Never-worked;HS-grad;Married-civ-spouse;?;Wife;Black;Female;40;<=50K
34;Private;Some-college;Married-civ-spouse;Sales;Husband;White;Male;45;>50K
24;Private;1st-4th;Married-civ-spouse;Handlers-cleaners;Other-relative;White;Male;40;<=50K
42;Self-emp-inc;Bachelors;Married-civ-spouse;Exec-managerial;Husband;White;Male;60;>50K
37;Private;Some-college;Married-civ-spouse;Craft-repair;Husband;White;Male;40;>50K
36;Private;10th;Married-civ-spouse;Craft-repair;Husband;White;Male;40;<=50K
21;?;Some-college;Never-married;?;Own-child;White;Male;40;<=50K
54;Private;Masters;Divorced;Prof-specialty;Not-in-family;White;Female;40;>50K
